"","vote","age","occupation_oesch","occupation_oesch_5","own_rent","sub_class","election","prov","quebec","degree","income_tertile","male","weight","ideology","cps25_employment","education","vote2","sub_class2","obj_class2","concordance","occupation_oesch_5_2"
"4166","Liberal",35,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Working Class","1984",6,0,0,3,0,1.131,0.5,NA,4,"Liberal","Working Class","Middle Class","Deflator","Lower-grade service"
"4167",NA,53,"Technicians","Lower-grade service","Own","Middle Class","1984",6,0,0,2,1,1.048,0.5,NA,3,NA,"Middle Class","Middle Class","Concordant","Lower-grade service"
"4168","Liberal",43,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",6,0,0,3,1,1.048,0.83,NA,4,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"4169",NA,46,"Skilled clerks","Skilled workers","Own","Working Class","1984",6,0,0,1,0,1.131,NA,NA,2,NA,"Working Class","Middle Class","Deflator",NA
"4170","NDP",22,"Skilled manual","Skilled workers","Rent","Working Class","1984",6,0,0,1,1,0.485,0.5,NA,3,"NDP","Working Class","Working Class","Concordant",NA
"4171","Liberal",50,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",6,0,0,1,1,0.565,NA,NA,1,"Liberal","Working Class","Working Class","Concordant",NA
"4172",NA,25,"Self-employed","Self-employed","Own","Working Class","1984",6,0,0,3,1,1.255,0.67,NA,3,NA,"Working Class","Middle Class","Deflator","Self-employed"
"4173","NDP",26,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Middle Class","1984",6,0,1,2,0,1.447,0.33,NA,5,"NDP","Middle Class","Middle Class","Concordant","Lower-grade service"
"4174","NDP",27,"Low-skilled service","Unskilled workers","Rent","Working Class","1984",6,0,0,3,1,1.882,0.33,NA,1,"NDP","Working Class","Working Class","Concordant",NA
"4175","Conservative",67,NA,NA,"Own","Middle Class","1984",6,0,0,2,0,2.37,0.33,NA,2,"Conservative","Middle Class",NA,NA,NA
"4176","NDP",32,"Lower-grade managers","Lower-grade service","Own","Middle Class","1984",6,0,1,3,1,1.255,0.33,NA,5,"NDP","Middle Class","Middle Class","Concordant","Lower-grade service"
"4177","Conservative",25,"Low-skilled manual","Unskilled workers","Rent","Working Class","1984",6,0,0,2,0,1.447,0.67,NA,2,"Conservative","Working Class","Working Class","Concordant",NA
"4178",NA,55,"Self-employed","Self-employed","Own","Working Class","1984",6,0,0,2,1,0.782,0.5,NA,3,NA,"Working Class","Middle Class","Deflator","Self-employed"
"4179","Conservative",94,"Lower-grade managers","Lower-grade service","Own","Middle Class","1984",6,0,0,2,1,1.564,0.83,NA,1,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4180","NDP",NA,NA,NA,"Own","Working Class","1984",6,0,0,2,0,0.984,0.17,NA,2,"NDP","Working Class",NA,NA,NA
"4181","Liberal",84,NA,NA,"Own",NA,"1984",6,0,0,1,0,0.79,NA,NA,1,"Liberal",NA,NA,NA,NA
"4182","Conservative",20,"Low-skilled service","Unskilled workers","Own","Middle Class","1984",6,0,0,2,1,2.424,NA,NA,4,"Conservative","Middle Class","Working Class","Inflator",NA
"4183","Conservative",18,"Low-skilled service","Unskilled workers","Own","Middle Class","1984",6,0,0,3,0,1.724,0.5,NA,1,"Conservative","Middle Class","Working Class","Inflator",NA
"4184","NDP",39,"Skilled clerks","Skilled workers","Own","Working Class","1984",6,0,0,2,0,0.492,0.5,NA,2,"NDP","Working Class","Middle Class","Deflator",NA
"4185","Liberal",57,NA,NA,"Own","Middle Class","1984",6,0,0,3,0,1.58,NA,NA,1,"Liberal","Middle Class",NA,NA,NA
"4186","Liberal",56,NA,NA,"Own","Middle Class","1984",6,0,0,3,0,0.744,0.5,NA,1,"Liberal","Middle Class",NA,NA,NA
"4187","NDP",62,NA,NA,"Own","Working Class","1984",6,0,0,1,0,0.372,0.5,NA,1,"NDP","Working Class",NA,NA,NA
"4188","Conservative",72,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",6,0,0,1,1,0.976,0.83,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4189",NA,65,"Self-employed","Self-employed","Own","Working Class","1984",6,0,0,1,1,0.488,1,NA,2,NA,"Working Class","Working Class","Concordant","Self-employed"
"4190","NDP",35,"Skilled manual","Skilled workers","Own","Middle Class","1984",6,0,0,3,1,1.408,NA,NA,1,"NDP","Middle Class","Working Class","Inflator",NA
"4191",NA,35,NA,NA,"Rent","Upper-Middle Class","1984",6,0,0,2,0,0.566,0.5,NA,1,NA,"Upper Class",NA,NA,NA
"4192",NA,20,NA,NA,"Rent","Working Class","1984",6,0,0,2,0,1.291,NA,NA,1,NA,"Working Class",NA,NA,NA
"4193","NDP",45,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,3,1,1.571,0.5,NA,1,"NDP","Working Class","Working Class","Concordant",NA
"4194","NDP",31,"Skilled clerks","Skilled workers","Own","Lower Class","1984",6,0,0,1,1,2.861,0.5,NA,1,"NDP","Working Class","Middle Class","Deflator",NA
"4195",NA,19,"Low-skilled manual","Unskilled workers","Rent",NA,"1984",6,0,0,2,1,2.455,NA,NA,2,NA,NA,"Working Class",NA,NA
"4196","Conservative",24,"Higher-grade managers","Higher-grade service","Rent","Middle Class","1984",6,0,1,2,0,1.143,0.67,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4197","Conservative",53,"Self-employed","Self-employed","Own","Working Class","1984",6,0,0,3,1,1.408,0.67,NA,1,"Conservative","Working Class","Working Class","Concordant","Self-employed"
"4198","NDP",42,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,0,3,0,0.984,0.33,NA,3,"NDP","Middle Class","Middle Class","Concordant","Lower-grade service"
"4199","NDP",39,NA,NA,"Own","Middle Class","1984",6,0,1,NA,0,0.984,0.33,NA,5,"NDP","Middle Class",NA,NA,NA
"4200","Conservative",55,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Upper-Middle Class","1984",6,0,0,2,0,1.58,NA,NA,2,"Conservative","Upper Class","Middle Class","Inflator","Lower-grade service"
"4201","NDP",63,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,1,3,0,2.37,0,NA,5,"NDP","Middle Class","Middle Class","Concordant","Lower-grade service"
"4202","Conservative",41,"Skilled service","Skilled workers","Own","Middle Class","1984",6,0,1,NA,0,0.984,0.5,NA,5,"Conservative","Middle Class","Middle Class","Concordant",NA
"4203","NDP",26,"Skilled clerks","Skilled workers","Rent","Middle Class","1984",6,0,0,2,0,0.723,NA,NA,2,"NDP","Middle Class","Middle Class","Concordant",NA
"4204","NDP",36,"Skilled clerks","Skilled workers","Own","Middle Class","1984",6,0,0,NA,0,0.984,NA,NA,1,"NDP","Middle Class","Middle Class","Concordant",NA
"4205","NDP",NA,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,0,NA,0,0.79,0.83,NA,2,"NDP","Middle Class","Middle Class","Concordant","Lower-grade service"
"4206","NDP",72,"Skilled clerks","Skilled workers","Rent","Middle Class","1984",6,0,0,1,0,0.79,NA,NA,1,"NDP","Middle Class","Middle Class","Concordant",NA
"4207","Conservative",19,"Skilled manual","Skilled workers","Rent","Middle Class","1984",6,0,0,1,1,2.909,0.5,NA,4,"Conservative","Middle Class","Working Class","Inflator",NA
"4208","NDP",27,"Skilled clerks","Skilled workers","Rent","Middle Class","1984",6,0,0,2,1,0.627,0.5,NA,2,"NDP","Middle Class","Middle Class","Concordant",NA
"4209","Liberal",35,"Lower-grade managers","Lower-grade service","Own","Middle Class","1984",6,0,0,3,1,1.13,0.83,NA,4,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service"
"4210","NDP",44,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,1,3,0,0.984,0.5,NA,5,"NDP","Middle Class","Middle Class","Concordant","Lower-grade service"
"4211","Conservative",28,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Upper-Middle Class","1984",6,0,0,3,0,1.447,NA,NA,3,"Conservative","Upper Class","Middle Class","Inflator","Lower-grade service"
"4212",NA,36,NA,NA,"Own","Middle Class","1984",6,0,0,3,0,0.984,NA,NA,2,NA,"Middle Class",NA,NA,NA
"4213","NDP",43,"Skilled clerks","Skilled workers","Own","Middle Class","1984",6,0,0,2,1,0.565,NA,NA,2,"NDP","Middle Class","Middle Class","Concordant",NA
"4214","Conservative",29,"Self-employed","Self-employed","Own","Middle Class","1984",6,0,0,2,0,1.447,NA,NA,3,"Conservative","Middle Class","Middle Class","Concordant","Self-employed"
"4215","Conservative",18,NA,NA,"Own","Middle Class","1984",6,0,0,1,0,0.575,NA,NA,1,"Conservative","Middle Class",NA,NA,NA
"4216","Conservative",47,NA,NA,"Own","Working Class","1984",6,0,0,2,0,1.968,NA,NA,2,"Conservative","Working Class",NA,NA,NA
"4217","Conservative",41,NA,NA,"Own","Working Class","1984",6,0,1,1,0,0.984,NA,NA,5,"Conservative","Working Class",NA,NA,NA
"4218","Conservative",42,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",6,0,0,3,1,0.565,NA,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4219","Liberal",53,NA,NA,"Own","Middle Class","1984",6,0,0,NA,0,0.984,NA,NA,2,"Liberal","Middle Class",NA,NA,NA
"4220","NDP",33,"Skilled clerks","Skilled workers","Own","Working Class","1984",6,0,0,1,0,0.723,NA,NA,1,"NDP","Working Class","Middle Class","Deflator",NA
"4221","NDP",33,"Low-skilled service","Unskilled workers","Own","Middle Class","1984",6,0,0,1,0,1.447,NA,NA,1,"NDP","Middle Class","Working Class","Inflator",NA
"4222","Liberal",62,NA,NA,"Own","Working Class","1984",6,0,0,1,0,1.58,0.17,NA,1,"Liberal","Working Class",NA,NA,NA
"4223","Liberal",62,"Technicians","Lower-grade service","Own","Working Class","1984",6,0,0,2,1,1.564,0.33,NA,1,"Liberal","Working Class","Middle Class","Deflator","Lower-grade service"
"4224","Conservative",25,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",6,0,0,2,0,0.944,NA,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4225",NA,27,"Unskilled clerks","Unskilled workers","Own","Upper Class","1984",6,0,0,NA,0,0.944,NA,NA,2,NA,"Upper Class","Working Class","Inflator",NA
"4226","Conservative",31,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",6,0,0,2,1,1.907,NA,NA,2,"Conservative","Working Class","Working Class","Concordant",NA
"4227","NDP",22,"Self-employed","Self-employed","Rent","Middle Class","1984",6,0,0,1,0,0.861,NA,NA,4,"NDP","Middle Class","Middle Class","Concordant","Self-employed"
"4228","Liberal",49,"Low-skilled manual","Unskilled workers","Own","Working Class","1984",6,0,0,1,1,1.048,NA,NA,1,"Liberal","Working Class","Working Class","Concordant",NA
"4229",NA,74,NA,NA,"Own","Upper-Middle Class","1984",6,0,0,1,0,1.204,NA,NA,2,NA,"Upper Class",NA,NA,NA
"4230",NA,26,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",6,0,1,3,0,2.894,0.67,NA,5,NA,"Middle Class","Upper Class","Deflator","Higher-grade service"
"4231","Liberal",20,"Skilled service","Skilled workers","Rent","Upper-Middle Class","1984",6,0,0,2,1,1.455,0.67,NA,1,"Liberal","Upper Class","Middle Class","Inflator",NA
"4232",NA,34,"Low-skilled service","Unskilled workers","Rent","Working Class","1984",6,0,0,2,1,1.255,0.5,NA,2,NA,"Working Class","Working Class","Concordant",NA
"4233","Liberal",39,"Self-employed","Self-employed","Own","Upper Class","1984",6,0,0,3,0,0.492,0.67,NA,1,"Liberal","Upper Class","Working Class","Inflator","Self-employed"
"4234","Liberal",26,"Technical experts","Higher-grade service","Rent","Middle Class","1984",6,0,1,3,1,1.255,0.67,NA,5,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"4235","NDP",27,"Self-employed","Self-employed","Rent","Working Class","1984",6,0,1,1,1,0.627,0.17,NA,5,"NDP","Working Class","Upper Class","Deflator","Self-employed"
"4236",NA,20,"Socio-cultural professionals","Higher-grade service","Rent","Middle Class","1984",6,0,0,1,0,1.724,1,NA,4,NA,"Middle Class","Upper Class","Deflator","Higher-grade service"
"4237","NDP",55,"Skilled clerks","Skilled workers","Rent","Working Class","1984",6,0,0,2,0,0.79,0.5,NA,2,"NDP","Working Class","Middle Class","Deflator",NA
"4238","Liberal",30,"Higher-grade managers","Higher-grade service","Own","Middle Class","1984",6,0,0,2,0,1.447,0.67,NA,2,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service"
"4239","Conservative",36,"Low-skilled service","Unskilled workers","Rent","Middle Class","1984",6,0,0,1,0,0.984,0.17,NA,1,"Conservative","Middle Class","Working Class","Inflator",NA
"4240","Liberal",39,"Skilled clerks","Skilled workers","Own","Middle Class","1984",6,0,0,3,0,0.984,0.83,NA,1,"Liberal","Middle Class","Middle Class","Concordant",NA
"4241","NDP",34,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,1,1,1.255,0.17,NA,1,"NDP","Working Class","Working Class","Concordant",NA
"4242","Liberal",23,"Skilled manual","Skilled workers","Rent","Working Class","1984",6,0,1,2,1,1.455,0.33,NA,5,"Liberal","Working Class","Working Class","Concordant",NA
"4243","Liberal",40,"Lower-grade managers","Lower-grade service","Rent","Middle Class","1984",6,0,0,1,1,1.13,0.17,NA,4,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service"
"4244",NA,42,"Skilled manual","Skilled workers","Own",NA,"1984",6,0,1,1,0,0.492,0.17,NA,5,NA,NA,"Working Class",NA,NA
"4245","Conservative",29,"Skilled clerks","Skilled workers","Own","Working Class","1984",6,0,0,1,1,1.255,0.67,NA,1,"Conservative","Working Class","Middle Class","Deflator",NA
"4246","Conservative",48,"Technical experts","Higher-grade service","Rent","Middle Class","1984",6,0,1,3,1,1.696,0.67,NA,5,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service"
"4247","Conservative",27,"Skilled clerks","Skilled workers","Rent","Working Class","1984",6,0,0,2,1,1.255,0.67,NA,1,"Conservative","Working Class","Middle Class","Deflator",NA
"4248","Liberal",21,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,0,3,1,2.909,0.5,NA,3,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service"
"4249","Conservative",50,"Self-employed","Self-employed","Own","Middle Class","1984",6,0,0,3,1,1.696,0.67,NA,4,"Conservative","Middle Class","Middle Class","Concordant","Self-employed"
"4250",NA,28,"Skilled manual","Skilled workers","Own",NA,"1984",6,0,1,2,1,3.137,0.33,NA,5,NA,NA,"Working Class",NA,NA
"4251","Conservative",38,NA,NA,"Own","Middle Class","1984",6,0,0,3,0,0.984,0.67,NA,3,"Conservative","Middle Class",NA,NA,NA
"4252","Conservative",19,"Higher-grade managers","Higher-grade service","Rent","Upper-Middle Class","1984",6,0,0,3,0,2.299,0.67,NA,4,"Conservative","Upper Class","Upper Class","Concordant","Higher-grade service"
"4253","Conservative",48,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,3,1,1.13,NA,NA,3,"Conservative","Working Class","Working Class","Concordant",NA
"4254","Conservative",44,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,0,3,0,1.476,0.67,NA,3,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4255","Liberal",69,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,0,NA,0,1.58,NA,NA,2,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service"
"4256",NA,24,"Socio-cultural professionals","Higher-grade service","Rent",NA,"1984",6,0,0,3,1,0.485,0.33,NA,4,NA,NA,"Upper Class",NA,"Higher-grade service"
"4257","Conservative",62,"Skilled manual","Skilled workers","Own","Middle Class","1984",6,0,0,2,1,1.564,NA,NA,1,"Conservative","Middle Class","Working Class","Inflator",NA
"4258","Conservative",36,"Skilled clerks","Skilled workers","Own","Upper-Middle Class","1984",6,0,1,2,1,0.565,0.83,NA,5,"Conservative","Upper Class","Middle Class","Inflator",NA
"4259","Liberal",34,"Higher-grade managers","Higher-grade service","Own",NA,"1984",6,0,1,3,0,1.447,0.33,NA,5,"Liberal",NA,"Upper Class",NA,"Higher-grade service"
"4260","Conservative",43,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","1984",6,0,0,3,0,0.984,0.5,NA,4,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service"
"4261","Liberal",28,"Socio-cultural professionals","Higher-grade service","Rent","Working Class","1984",6,0,0,1,1,1.255,0.33,NA,1,"Liberal","Working Class","Upper Class","Deflator","Higher-grade service"
"4262",NA,19,"Low-skilled service","Unskilled workers","Own","Working Class","1984",6,0,0,2,1,0.97,NA,NA,2,NA,"Working Class","Working Class","Concordant",NA
"4263","Conservative",NA,"Skilled clerks","Skilled workers","Own","Middle Class","1984",6,0,0,1,0,0.984,NA,NA,1,"Conservative","Middle Class","Middle Class","Concordant",NA
"4264","NDP",32,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Upper-Middle Class","1984",6,0,1,3,0,1.447,0.17,NA,5,"NDP","Upper Class","Middle Class","Inflator","Lower-grade service"
"4265","NDP",41,"Skilled manual","Skilled workers","Rent","Working Class","1984",6,0,0,2,1,2.113,0.5,NA,1,"NDP","Working Class","Working Class","Concordant",NA
"4266","Conservative",33,"Lower-grade managers","Lower-grade service","Rent","Working Class","1984",6,0,0,2,0,0.846,NA,NA,1,"Conservative","Working Class","Middle Class","Deflator","Lower-grade service"
"4267",NA,39,"Skilled service","Skilled workers","Rent","Working Class","1984",6,0,0,2,1,1.408,NA,NA,1,NA,"Working Class","Middle Class","Deflator",NA
"4268",NA,29,NA,NA,"Rent","Middle Class","1984",6,0,0,1,0,0.846,NA,NA,1,NA,"Middle Class",NA,NA,NA
"4269","Conservative",27,"Low-skilled service","Unskilled workers","Rent","Lower Class","1984",6,0,0,1,0,0.846,0.5,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4270","NDP",34,"Higher-grade managers","Higher-grade service","Own","Working Class","1984",6,0,1,2,1,2.125,0.33,NA,5,"NDP","Working Class","Upper Class","Deflator","Higher-grade service"
"4271","NDP",96,"Self-employed","Self-employed","Own","Working Class","1984",6,0,0,2,1,0.976,0,NA,2,"NDP","Working Class","Working Class","Concordant","Self-employed"
"4272","Conservative",59,"Self-employed","Self-employed","Own","Working Class","1984",6,0,0,2,0,0.744,NA,NA,4,"Conservative","Working Class","Middle Class","Deflator","Self-employed"
"4273","Conservative",42,"Skilled clerks","Skilled workers","Own","Working Class","1984",6,0,0,3,0,1.029,0.67,NA,1,"Conservative","Working Class","Middle Class","Deflator",NA
"4274","Conservative",59,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,1,1,1.464,0.5,NA,1,"Conservative","Working Class","Working Class","Concordant",NA
"4275","Conservative",74,"Self-employed","Self-employed","Own",NA,"1984",6,0,0,1,1,0.976,0.5,NA,1,"Conservative",NA,"Working Class",NA,"Self-employed"
"4276","NDP",44,NA,NA,"Rent","Middle Class","1984",6,0,0,2,0,1.372,0.5,NA,1,"NDP","Middle Class",NA,NA,NA
"4277",NA,46,"Skilled manual","Skilled workers","Own","Working Class","1984",6,0,0,2,1,2.113,NA,NA,1,NA,"Working Class","Working Class","Concordant",NA
"4278","Conservative",49,"Higher-grade managers","Higher-grade service","Own","Working Class","1984",6,0,0,2,0,0.686,NA,NA,2,"Conservative","Working Class","Upper Class","Deflator","Higher-grade service"
"4279","Liberal",45,"Socio-cultural (semi-professionals)","Lower-grade service","Rent","Working Class","1984",6,0,0,3,0,1.372,NA,NA,3,"Liberal","Working Class","Middle Class","Deflator","Lower-grade service"
"4280","NDP",42,"Skilled manual","Skilled workers","Rent","Working Class","1984",6,0,0,1,1,0.704,0.5,NA,1,"NDP","Working Class","Working Class","Concordant",NA
